direction,top_pfam_name,gene_count
Down,LIG3_BRCT,1
Down,Abhydrolase_3,1
Down,Beta-prop_THOC3,1
Down,Ribosomal_L29,1
Down,QVR,1
Down,AGK_C,1
Down,DUF4708,1
Down,Itfg2,1
Down,CLIP1_ZNF,1
Down,RIG-I_C-RD,1
Down,PDCD7,1
Down,Claudin_2,1
Down,DDE_Tnp_4,1
Down,TGT,1
Down,DUF2358,1
Down,FYRN,1
Down,MGC-24,1
Down,BRCT_3,1
Down,ACAD9-ACADV_C,1
Down,Aminotran_5,1
Down,ERCC4,1
Down,RasGAP_C,1
Down,Nuc_deoxyri_tr2,1
Down,PKD_channel,1
Down,TADA2A-like_3rd,1
Down,TRC8_N,1
Down,FANCF,1
Down,PAC3,1
Down,NXPE4_C,1
Down,SIR2,1
Down,LSDAT_euk,1
Down,Ribosomal_L27e,1
Down,MIS13,1
Down,WHD_Cdc6,1
Down,CEP104_ZnF,1
Down,Ribosomal_L32p,1
Down,ABC2_membrane,1
Down,TPMT,1
Down,Leuk-A4-hydro_C,1
Down,Ribosomal_L14e,1
Down,ERG4_ERG24,1
Down,Androglobin_V,1
Down,UTP6_C,1
Down,IU_nuc_hydro,1
Down,Acyl-CoA_dh_1,1
Down,TIR,1
Down,Neur_chan_LBD,1
Down,LRRC43_N,1
Down,Ribosomal_L5_C,1
Down,TsaD,1
Down,CEPT76_peptidase,1
Down,HECT_2,1
Down,GATase_7,1
Down,Carb_anhydrase,1
Down,SGL,1
Down,PRDM2_PR,1
Down,Ribosomal_L14,1
Down,DAAF9_2,1
Down,dsrm,1
Down,LSM,1
Down,AAA_34,1
Down,IgGFc_binding,1
Down,FANCG_N,1
Down,ATG17_like,1
Down,rve,1
Down,Biotin_lipoyl,1
Down,Nup98_GLEBS,1
Down,PALB2_WD40,1
Down,PX,1
Down,Meckelin,1
Down,PHD_Pygo,1
Down,MnmE_helical,1
Down,SPATA48,1
Down,CCDC84,1
Down,DUF829,1
Down,Haspin_kinase,1
Down,ARID,1
Down,Ribosomal_L44,1
Down,NUDIX,1
Down,CTE_SPB4,1
Down,ADH_zinc_N_2,1
Down,CBM_14,1
Down,TPR_12,1
Down,Nucleos_tra2_C,1
Down,Ribosomal_L34e,1
Down,SLX9,1
Down,Amidohydro_1,1
Down,CENP-X,1
Down,PrmA,1
Down,TNFR_c6,1
Down,CDC27,1
Down,WD40_RLD,1
Down,zf-RING_5,1
Down,INTS7_C,1
Down,Transglut_C,1
Down,YhhN,1
Down,Frtz,1
Down,Glyco_transf_92,1
Down,RADX,1
Down,C5-epim_C,1
Down,Beta-prop_WDR3_1st,1
Down,NPHP4_C2_3rd,1
Down,RAD51_interact,1
Down,Usp,1
Down,TPR_RPAP1,1
Down,NUDIX_4,1
Down,Beta-lactamase,1
Down,MVP_shoulder,1
Down,CX9C,1
Down,ATP-synt_Eps,1
Down,CERK_C,1
Down,E1_DerP2_DerF2,1
Down,DNA_pol_B_thumb,1
Down,MT-A70,1
Down,Glutaredoxin,1
Down,Rep_fac-A_3,1
Down,Asparaginase_2,1
Down,DNA_primase_lrg,1
Down,Ndc80_HEC,1
Down,HmpF,1
Down,IRF-2BP1_2_M,1
Down,Beta-prop_LRRK2,1
Down,GKRP_SIS_N,1
Down,SAE2,1
Down,HC2,1
Down,H_lectin,1
Down,Glyco_hydro_2_N2,1
Down,AAA_9,1
Down,HORMA,1
Down,NAD_binding_1,1
Down,SOAR,1
Down,Peptidase_M10,1
Down,NAD_binding_10,1
Down,Hira,1
Down,WHD_TBPIP,1
Down,Zn_ribbon_RPB9,1
Down,Ribosomal_L37e,1
Down,Peptidase_C26,1
Down,Isochorismatase,1
Down,Nnf1,1
Down,WD40_MABP1-WDR62_2nd,1
Down,Methyltransf_32,1
Down,TTL,1
Down,ANF_receptor,1
Down,zf-RING_2,1
Down,Death,1
Down,PTP-SAK,1
Down,CAP_GLY,1
Down,MOSC,1
Down,Nucleoporin2,1
Down,MAP65_ASE1,1
Down,Annexin,1
Down,DeoC,1
Down,CAK-anch_MAT1,1
Down,PDZ,1
Down,HATPase_c_3,1
Down,Sugar_tr,1
Down,SPARC_Ca_bdg,1
Down,IPK,1
Down,PfkB,1
Down,Aerolysin,1
Down,Ubiquitin_RHG40_C,1
Down,Thg1C,1
Down,Morc6_S5,1
Down,GDPD,1
Down,Methyltransf_28,1
Down,CEP162_C,1
Down,Laminin_N,1
Down,Sad1_UNC,1
Down,Trypsin_2,1
Down,TACC_C,1
Down,NtA,1
Down,DUF5524,1
Down,HAUS4,1
Down,zf-4CXXC_R1,1
Down,R1_ABCA1,1
Down,Na_H_Exchanger,1
Down,DDE_1,1
Down,Lipocalin,1
Down,VWF,1
Down,An_peroxidase,1
Down,Sulfotransfer_2,1
Down,HECT,1
Down,Integrase_H2C2,1
Down,S-methyl_trans,1
Down,INCENP_ARK-bind,1
Down,TPR_1,1
Down,Ricin_B_lectin,1
Down,DERM,1
Down,Peptidase_M14,1
Down,Cu_amine_oxid,1
Down,Rcat_RNF216,1
Down,DSPc,1
Down,Cystatin,1
Down,Alpha_kinase,1
Down,PhoPQ_related,1
