MSTRG.100.1.p1	GO:0003676
MSTRG.100.1.p1	GO:0003677
MSTRG.100.1.p1	GO:0005524
MSTRG.100.1.p1	GO:0016787
MSTRG.100.1.p1	GO:0051607
MSTRG.10000.1.p1	GO:0003993
MSTRG.10000.1.p1	GO:0005515
MSTRG.10000.1.p1	GO:0046872
MSTRG.10003.1.p1	GO:0005740
MSTRG.10003.1.p1	GO:0016020
MSTRG.10003.1.p1	GO:0043065
MSTRG.10009.1.p1	GO:0004843
MSTRG.10009.1.p1	GO:0051260
MSTRG.10010.1.p1	GO:0016010
MSTRG.10010.2.p1	GO:0016010
MSTRG.10010.3.p1	GO:0016010
MSTRG.10010.4.p1	GO:0016010
MSTRG.10011.1.p1	GO:0003700
MSTRG.10011.1.p1	GO:0005576
MSTRG.10011.1.p1	GO:0005815
MSTRG.10011.1.p1	GO:0006260
MSTRG.10011.1.p1	GO:0006355
MSTRG.10011.1.p1	GO:0006357
MSTRG.10011.1.p1	GO:0008294
MSTRG.10011.1.p1	GO:0030674
MSTRG.10011.1.p1	GO:0043565
MSTRG.10011.1.p1	GO:0051015
MSTRG.10011.2.p1	GO:0005576
MSTRG.10011.2.p1	GO:0006260
MSTRG.10011.2.p1	GO:0006357
MSTRG.10011.2.p1	GO:0006606
MSTRG.10011.2.p1	GO:0008294
MSTRG.10011.2.p1	GO:0030674
MSTRG.10011.2.p1	GO:0051015
MSTRG.10011.3.p1	GO:0003700
MSTRG.10011.3.p1	GO:0005576
MSTRG.10011.3.p1	GO:0005815
MSTRG.10011.3.p1	GO:0006260
MSTRG.10011.3.p1	GO:0006355
MSTRG.10011.3.p1	GO:0006357
MSTRG.10011.3.p1	GO:0008294
MSTRG.10011.3.p1	GO:0030674
MSTRG.10011.3.p1	GO:0043565
MSTRG.10011.3.p1	GO:0051015
MSTRG.10013.1.p1	GO:0005815
MSTRG.10013.1.p1	GO:0006260
MSTRG.10013.1.p1	GO:0006355
MSTRG.10013.1.p1	GO:0006606
MSTRG.10013.1.p1	GO:0043565
MSTRG.10013.1.p1	GO:0050135
MSTRG.10013.2.p1	GO:0003700
MSTRG.10013.2.p1	GO:0005815
MSTRG.10013.2.p1	GO:0006260
MSTRG.10013.2.p1	GO:0006355
MSTRG.10013.2.p1	GO:0006606
MSTRG.10013.2.p1	GO:0016020
MSTRG.10013.2.p1	GO:0043565
MSTRG.10013.2.p1	GO:0050135
MSTRG.10016.1.p1	GO:0005515
