direction,top_pfam_name,gene_count
Up,PWWP,3
Up,Clat_adaptor_s,3
Up,CTLH,3
Up,LRR_FBXL15,3
Up,Nucleoside_tran,3
Up,Hexokinase_2,3
Up,Exo_endo_phos2,3
Up,TNF,3
Up,MIF4G,3
Up,VWC,3
Up,TIR_2,3
Up,Arrestin_C,3
Up,WHD_TANC1,3
Up,hDGE_amylase,3
Up,CEP89,3
Up,Ets,3
Up,SK_channel,3
Up,QVR,3
Up,Dpy19,3
Up,GGACT,3
Up,RNA_pol_Rpb1_1,3
Up,bZIP_2,3
Up,PTR2,3
Up,Vps39_1,3
Up,Tmemb_185A,3
Up,SLC12,3
Up,RINGv,3
Up,IP_trans,3
Up,Alk_phosphatase,3
Up,FH2,3
Up,CTP_transf_like,3
Up,Glyco_transf_64,3
Up,ADP_PFK_GK,3
Up,Strumpellin,3
Up,TPR_IPO5,3
Up,TGF_beta,3
Up,SNARE,3
Up,ARM_ARMC5,3
Up,Cu2_monooxygen,3
Up,GATase,3
Up,NIF,3
Up,tRNA-synt_1g,3
Up,Laminin_N,3
Up,AAA_12,3
Up,Beach,3
Up,Transglut_core,3
Up,MORN,3
Up,PHD,3
Up,Actin,3
Up,Lectin_leg-like,3
Up,Cupin_8,3
Up,zf-CCHH,3
Up,Lipoxygenase,3
Up,Glypican,3
Up,YTH,3
Up,DUF7042,3
Up,PALP,3
Up,Slo-like_RCK,3
Up,C8-3_MUC4,3
Up,Alpha-mann_mid,3
Up,PI4K_N,3
Up,GLTP,3
Up,RasGAP,3
Up,TIG,3
Up,TPR_SYVN1_N,3
Up,DHC_N1,3
Up,PQ-loop,3
Up,rve,3
Up,WDR93,3
Up,ECM29_N,3
Up,TMEM72,3
Up,PA,3
Up,CRAL_TRIO_2,3
Up,CENP-I,3
Up,HCO3_cotransp,3
Up,Retrotran_gag_2,3
Up,RNase_H,3
Up,Amidase,3
Up,Aldo_ket_red,3
Up,DERM,3
Up,APH,3
Up,SDF,3
Up,TPT,3
Up,PI-PLC-X,3
Up,Nucleoporin_N,3
Up,MyTH4,3
Up,RUN,3
Up,ShK,3
Up,Unc5_NetrinR_N,3
Up,Calx-beta,3
Up,TGFb_propeptide,3
Up,BRCT,3
Up,Peptidase_M19,3
Up,VPS13_N,3
Up,PPR_3,3
Up,V_ATPase_I,3
Up,Alpha_kinase,3
Up,PHR,3
Up,Vitellogenin_N,2
Up,PFK,2
Up,ADH_N,2
Up,Fascin,2
Up,Methyltransf_3,2
Up,dNK,2
Up,Septin,2
Up,MRH_ELAPOR1_9th,2
Up,Voltage_CLC,2
Up,Arfaptin,2
Up,Amidohydro_1,2
Up,Asparaginase_2,2
Up,Dymeclin,2
Up,Peptidase_M3,2
Up,Sortilin-Vps10,2
Up,IL17,2
Up,SapB_1,2
Up,BAR,2
Up,Aldolase_II,2
Up,Prot_ATP_ID_OB_C,2
Up,FGGY_N,2
Up,DUF1647,2
Up,TMEM151,2
Up,FA_desaturase,2
Up,SOS1_NGEF_PH,2
Up,PROCN,2
Up,GBD_ELAPOR1-like_3rd,2
Up,SEFIR,2
Up,Dynactin,2
Up,Acyltransferase,2
Up,OTU,2
Up,Sec6,2
Up,Cation_ATPase_C,2
Up,ACOX_C_alpha1,2
Up,Sec23_trunk,2
Up,RPE65,2
Up,Globin,2
Up,Dynamin_M,2
Up,TFIIS_M,2
Up,Annexin,2
Up,FAD_binding_7,2
Up,GDE_C,2
Up,Peptidase_M28,2
Up,ADP_ribosyl_GH,2
Up,Importin_rep_6,2
Up,Kunitz_BPTI,2
Up,Sec5,2
Up,tRNA-synt_1c,2
Up,ATG2_CAD,2
Up,PXA,2
Up,ECH_2,2
Up,Branch,2
Up,LMF1,2
Up,ARM_UBP24_USP9X-Y,2
Up,TRAF_BTBD17,2
Up,TNFR_c6,2
Up,UDPGP,2
Up,Beta-prop_VPS8,2
Up,zf-C2HC,2
Up,NAD_binding_8,2
Up,WHEP-TRS,2
Up,CAF1,2
Up,2-Hacid_dh_C,2
Up,CLPTM1,2
Up,ANTH,2
Up,Syja_N,2
Up,OAR,2
Up,CD36,2
Up,TED_complement,2
Up,Bravo_FIGEY,2
Up,BRE,2
Up,MOSC_N,2
Up,Glyco_transf_7C,2
Up,TRAM_LAG1_CLN8,2
Up,FAD_binding_1,2
Up,MoCF_biosynth,2
Up,InaF-motif,2
Up,TPMT,2
Up,ING,2
Up,GH3,2
Up,Vps26,2
Up,Ig-like_KY,2
Up,ADH_zinc_N,2
Up,Sec63,2
Up,Peptidase_S28,2
Up,FMO-like,2
Up,Vps5,2
Up,HSP20,2
Up,Calreticulin,2
Up,SMC_N,2
Up,Zn_ribbon_CLPX_N,2
Up,PfkB,2
Up,Glycogen_syn,2
Up,Glyco_transf_49,2
Up,Cys_Met_Meta_PP,2
Up,PRKCSH-like,2
Up,IQ,2
Up,PRKCSH,2
Up,Iml2-TPR_39,2
Up,RNA_pol_Rpb1_6,2
Up,Asp_Arg_Hydrox,2
Up,PMT,2
Up,Gaa1,2
Up,XPG_I,2
Up,zf-CCCH_4,2
Up,HMG-CoA_red,2
Up,VHS,2
Up,Ric8,2
Up,2-oxoacid_dh,2
Up,EXS,2
Up,BCAS3_WD40,2
Up,RWD,2
Up,MBD,2
Up,EST1_DNA_bind,2
Up,MATH_2,2
Up,Sec7,2
Up,CTP_synth_N,2
Up,Dynamin_N,2
Up,LCM,2
Up,CTP_transf_1,2
Up,MMR_HSR1,2
Up,zf-HC5HC2H_2,2
Up,ECH_1,2
Up,LRAT,2
Up,GCS,2
Up,RT_RNaseH,2
Up,LBP_BPI_CETP,2
Up,HABP4_PAI-RBP1,2
Up,Gtr1_RagA,2
Up,ENTH,2
Up,TFIID_NTD2,2
Up,Acyl-CoA_dh_1,2
Up,FAD_binding_4,2
Up,Peptidase_C12,2
Up,Nckap1,2
Up,RNA_pol_Rpb1_5,2
Up,POPDC1-3,2
Up,FAD_binding_5,2
Up,Kazal_2,2
Up,BRO1,2
Up,OPA1_C,2
Up,DLIC,2
Up,GOST_TM,2
Up,NYN,2
Up,Fer2_2,2
Up,BK_channel_a,2
Up,FERM_N,2
Up,TPR_IMB1,2
Up,CO_deh_flav_C,2
Up,3Beta_HSD,2
Up,Sterol-sensing,2
Up,Tweety,2
Up,CRAL_TRIO,2
Up,Mob1_phocein,2
Up,LRR_FBXL18,2
Up,L_HMGIC_fpl,2
Up,MoCoBD_2,2
Up,Tmemb_cc2,2
Up,Glyco_hydro_47,2
Up,Glyco_transf_22,2
Up,Metallophos_C,2
Up,SIX1_SD,2
Up,NOD,2
Up,PI3Ka,2
Up,Golgin_A5,2
Up,GATase_6,2
Up,Fructosamin_kin,2
Up,SWIRM,2
Up,Methyltransf_15,2
Up,MBTPS1_4th,2
Up,Mat89Bb,2
Up,PRT6_C,2
Up,SUZ,2
Up,DPPIV_N,2
Up,WASH-4_N,2
Up,RHD_RETREG1-3,2
Up,FYVE,2
Up,USHBP1_PDZ-bd,2
Up,Integrin_beta,2
Up,Exostosin_GT47,2
Up,ZNF704_C,2
Up,DUF4495,2
Up,TIG_2,2
Up,NatA_aux_su,2
Up,TRAPPC10_1st,2
Up,ZSWIM1-3_RNaseH-like,2
Up,Pacs-1,2
Up,PhoLip_ATPase_N,2
Up,NPC1_N,2
Up,PRRT3,2
Up,DHC_N2,2
Up,ZZ,2
Up,V-SNARE,2
Up,SET,2
Up,Myosin_N,2
Up,Ski_Sno_DHD,2
Up,MTPAP-like_central,2
Up,HNOB,2
Up,NAD_binding_4,2
Up,DUF7789,2
Up,SAND,2
Up,Frag1,2
Up,FGE-sulfatase,2
Up,SAMD1_WH,2
Up,SRCR,2
Up,Beta-prop_FBX42,2
Up,Casc1_N,2
Up,Epimerase,2
Up,FHA,2
Up,Intu_longin_1,2
Up,Lipase_3,2
Up,FGGY_C,2
Up,MCRS_N,2
Up,Surp,2
Up,Peptidase_C54,2
Up,Plexin_cytopl,2
Up,MIP,2
Up,PAP2,2
Up,DED,2
Up,Reprolysin_2,2
Up,FAD_binding_3,2
Up,CAP,2
Up,Beta-prop_WDR41,2
Up,Roc,2
Up,Glyco_hydro_59,2
Up,Med12-LCEWAV,2
Up,Methyltransf_11,2
Up,zf-CCCH,2
Up,EAP30,2
Up,GDA1_CD39,2
Up,Ndc1_Nup,2
Up,PLDc_2,2
Up,Beta-TrCP_D,2
Up,RNase_T,2
Up,PBD,2
Up,GRAM,2
Up,PEX11,2
Up,Prp3_C,2
Up,Fringe,2
Up,Ceramidase_alk,2
Up,NatB_MDM20,2
Up,Integrin_A_Ig_1,2
Up,CID,2
Up,bZIP_1,2
Up,Methyltransf_22,2
Up,HEAT_PSME4_mid,2
Up,RNA_pol_Rpb1_2,2
Up,Prenyltrans,2
Up,CoA_trans,2
Up,DUF3591,2
Up,CASP_C,2
Up,VPS9,2
Up,DDE_Tnp_1_7,2
Up,AAA_5,2
Up,Recep_L_domain,2
Up,Laminin_G_1,2
Up,Cofilin_ADF,2
Up,AtuA,2
Up,Myosin_tail_1,2
Up,MVD-like_N,2
Up,PLA2_B,2
Up,MIT,2
Up,STAT_int,2
Up,DENN,2
Up,DUF5917,2
Up,NDK,2
Up,AAA_33,2
Up,Hydrolase_4,2
Up,TAP42,2
Up,Peptidase_A22B,2
Up,OST-HTH,2
Up,DnaJ_C,2
Up,Thioredoxin_7,2
Up,Leo1,2
Up,DUF2152,2
Up,Ins145_P3_rec,2
Up,HEAT_ULK4,2
Up,Glyco_tranf_2_4,2
Up,Tyrosinase,2
Up,COG3_C,2
Up,RME-8_N,2
Up,MH1,2
Up,Reprolysin,2
Up,VPS13_M,2
Up,Hobbit,2
Up,TPR_DOP1,2
Up,Ufd2P_core,2
Up,CCDC47,2
Up,DNA_ligase_A_M,2
Up,PI-PLC-Y,2
Up,CEPT76_peptidase,2
Up,AA_kinase,2
Up,mit_SMPDase,2
Up,PRO8NT,2
Up,IDO,2
Up,Beta-prop_Calicin,2
Up,DUF2045,2
Up,GNT-I,2
Up,HR1_TOCA,2
Up,T-box,2
Up,Methyltransf_31,2
Up,Cyt-b5,2
Up,LIP-1,2
Up,Cadherin_3,2
Up,BLTP3A_B,2
Up,Integrase_p58_C,2
Up,ADK,2
Up,Anoct_dimer,2
Up,Cyclin_N,2
Up,DHR-2_Lobe_A,2
Up,NAD_Gly3P_dh_N,2
Up,Pep_M12B_propep,2
Up,AAA_11,2
Up,BPL_LplA_LipB,2
Up,DHR-2_Lobe_C,2
Up,CBF,2
Up,zf-CCCH_10,2
Up,VWA_2,2
Up,ANAPC10,2
Up,ANAPC4,2
Up,DUF4062,2
Up,REJ,2
Up,Formyl_trans_N,2
Up,DHO_dh,2
Up,zf-C3HC4,2
Up,A2M,2
Up,Aerolysin,2
Up,PH_16,2
Up,Str_synth,2
Up,TMEM154,2
Up,Peroxin-13_N,2
Up,KH_DEAH11,2
Up,CN_hydrolase,2
Up,PLCB1-4-like_EFh,2
Up,BTB_2,2
Up,VWD,1
Up,NGF,1
Up,Insulin,1
Up,TXNDC16_2nd,1
Up,Arginase,1
Up,Ribophorin_I,1
Up,BRICHOS,1
Up,RENR_N,1
Up,APP_N,1
Up,Pyr_redox_3,1
Up,SAM_decarbox,1
Up,MITF_TFEB_C_3_N,1
Up,NAD_binding_5,1
Up,HAT_Syf1_M,1
Up,TPD52,1
Up,eRF1_1,1
Up,Autophagy_act_C,1
Up,GSHPx,1
Up,UBQLN1,1
Up,Peptidase_C1,1
Up,UBL_UBAC1,1
Up,PTPA,1
Up,AAA_9,1
Up,tRNA-synt_2,1
Up,HTTM,1
Up,Chromo,1
Up,Phosphorylase,1
Up,Serinc,1
Up,Endosulfine,1
Up,PIG-S,1
Up,C5-epim_C,1
Up,tRNA-synt_1d,1
Up,LNS2,1
Up,Beta-prop_HPS5,1
Up,Bap31,1
Up,SHNi-TPR,1
Up,Malic_M,1
Up,UFC1,1
Up,Granulin,1
Up,RNF157-like_N,1
Up,Ligase_CoA,1
Up,PEPCK_N,1
Up,BSMAP,1
Up,Glyco_transf_21,1
Up,VHP,1
Up,Citrate_bind,1
Up,PI-PLC_X,1
Up,PIG-U,1
Up,Citrate_synth_N,1
Up,Hat1_N,1
Up,PPR_1,1
Up,S-AdoMet_synt_M,1
Up,TGS,1
Up,Snf7,1
Up,COP9_hel_rpt,1
Up,Rab5-bind,1
Up,NAT,1
Up,P4Ha_N,1
Up,F_actin_cap_B,1
Up,USP7_ICP0_bdg,1
Up,RHD_dimer,1
Up,TspO_MBR,1
Up,TMEM219,1
Up,DNase_II,1
Up,ATP-gua_Ptrans,1
Up,PWI_ABCF3,1
Up,Vps16_N,1
Up,V-ATPase_C,1
Up,PGK,1
Up,M16C_assoc,1
Up,NPC1_MLD,1
Up,Mucin,1
Up,Piwi,1
Up,Tubulin-binding,1
Up,SPRING1,1
Up,ERAP1_C,1
Up,CREPT,1
Up,ARA70,1
Up,Beta-prop_EML,1
Up,Cse1,1
Up,Mo25,1
Up,Sec3_CC,1
Up,MoeA_N,1
Up,Uso1_p115_head,1
Up,Vps36_ESCRT-II,1
Up,DTC,1
Up,NAD_kinase_C,1
Up,FAA_hydrolase_N,1
Up,Fe_hyd_lg_C,1
Up,Arylesterase,1
Up,Rhomboid,1
Up,PTPlike_phytase,1
Up,MTABC_N,1
Up,zf-UBP_var,1
Up,ADAMTS_spacer1,1
Up,IFRD,1
Up,Peptidase_M16,1
Up,Clathrin_H_link,1
Up,LIM_bind,1
Up,Kelch_HCF,1
Up,Tektin,1
Up,APCDDC,1
Up,NOPS,1
Up,Dynactin_p62,1
Up,AI-2E_transport,1
Up,HTH_69,1
Up,Suf,1
Up,ELFV_dehydrog_N,1
Up,DUF2205,1
Up,Synaptobrevin,1
Up,IF-2,1
Up,SH3_10,1
Up,AAA_6,1
Up,Arm_2,1
Up,CC2-LZ,1
Up,P_proprotein,1
Up,SIS,1
Up,DUF3105,1
Up,HEAT_GCN1_2,1
Up,Phospholip_B,1
Up,PROPPIN,1
Up,tRNA_SAD,1
Up,2OG-FeII_Oxy_3,1
Up,Adenylsucc_synt,1
Up,jr-ZPR1,1
Up,TMEM33_Pom33,1
Up,Glycos_transf_3,1
Up,FAM91_N,1
Up,GCFC,1
Up,2TM_P5A-ATPase,1
Up,Med15_N,1
Up,eIF3a_PCI_TPR-like,1
Up,Miga,1
Up,Pribosyltran_N,1
Up,MANEC,1
Up,Translin,1
Up,Porphobil_deam,1
Up,DUF3337,1
Up,EF-hand_6,1
Up,Rep_fac-A_C,1
Up,PH_DUOX,1
Up,Fes1,1
Up,UreD,1
Up,TauD,1
Up,LMBR1,1
Up,XRN_M,1
Up,AdoHcyase,1
Up,Creatinase_N_2,1
Up,Beta-prop_ACSF4,1
Up,BORCS6,1
Up,Peptidase_M48_N,1
Up,Aconitase_C,1
Up,Tho2,1
Up,BD-FAE,1
Up,SAPS,1
Up,HipN,1
Up,PK_C,1
Up,LEM,1
Up,RNA_pol_Rpb2_1,1
Up,cwf21,1
Up,Ala_racemase_N,1
Up,ATG17_like,1
Up,WHD_Egal,1
Up,Not3,1
Up,PCMT,1
Up,Ribonuclease_T2,1
Up,Vps23_core,1
Up,Med25_VWA,1
Up,LLGL,1
Up,MIEAP,1
Up,SWIRM-assoc_2,1
Up,PhyH,1
Up,DUF8221,1
Up,DUF5054,1
Up,GBD_ELAPOR1,1
Up,ARM_TT21_2nd,1
Up,BCDHK_Adom3,1
Up,Hint,1
Up,HATPase_c_3,1
Up,BSD,1
Up,CSN7_HB_subdom,1
Up,LSM14,1
Up,HGSNAT_cat,1
Up,TMEM127,1
Up,Rap_GAP,1
Up,PMI_typeI_C,1
Up,OGFr_N,1
Up,LplA-B_cat,1
Up,GILT,1
Up,SLC35F,1
Up,AKAP7_NLS,1
Up,ARM_TT21_C,1
Up,TMEM87A-B_GOLD,1
Up,Tuberin,1
Up,Ubiquitin_5,1
Up,Sec62,1
Up,FACT-Spt16_Nlob,1
Up,Rad60-SLD_2,1
Up,NRF,1
Up,Glyco_transf_11,1
Up,HGTP_anticodon,1
Up,PhetRS_B1,1
Up,PMSR,1
Up,TPR_MLP1_2,1
Up,Thioredoxin-like_DJC16_2nd,1
Up,GATase_2,1
Up,MACPF,1
Up,PNP_UDP_1,1
Up,PH_RBD,1
Up,DUF747,1
Up,FerB,1
Up,GTP_EFTU_D2,1
Up,NAPRTase,1
Up,SecY,1
Up,FERM_C,1
Up,Ysc84,1
Up,RPN6_N,1
Up,YAF2_RYBP,1
Up,SARAF,1
Up,HSF_DNA-bind,1
Up,Noggin,1
Up,ATG7_N,1
Up,MGA_dom,1
Up,RNA_pol_Rpb2_6,1
Up,Vps52_C,1
Up,TPP_enzyme_C,1
Up,Ribosomal_uS5m_N,1
Up,Es2,1
Up,SRAP,1
Up,CS,1
Up,Macoilin,1
Up,Ezh2_MCSS,1
Up,HEAT_SCC3-SA,1
Up,Myb_Cef,1
Up,UBX,1
Up,JmjC_2,1
Up,GH3_M,1
Up,Ran_BP1,1
Up,zf-UBP,1
Up,PRA1,1
Up,CEP131_C,1
Up,DEK_C,1
Up,PRP1_N,1
Up,ARMH3_C,1
Up,Sdh5,1
Up,FEZ,1
Up,Pro_CA,1
Up,Sec3-PIP2_bind,1
Up,UPF1_Zn_bind,1
Up,OB_RRP5_4th,1
Up,PBC,1
Up,PWI,1
Up,ABC1,1
Up,Thiolase_C_1,1
Up,ST7,1
Up,RM3_Med14,1
Up,CD225,1
Up,Syndecan,1
Up,NUDIX_2,1
Up,LisH_TPL,1
Up,Presenilin,1
Up,UBR4,1
Up,Med15_M,1
Up,NUDE_C,1
Up,M20_dimer,1
Up,MRJP,1
Up,PAN2_N,1
Up,AhpC-TSA,1
Up,CAF1C_H4-bd,1
Up,HEAT_ECM29,1
Up,tRNA_int_endo,1
Up,His_Phos_1,1
Up,BTG,1
Up,Peptidase_S9_N,1
Up,Aquarius_N_1st,1
Up,NAD_binding_2,1
Up,Med7,1
Up,Rabaptin,1
Up,TFIIA,1
Up,Hmw_CFAP97,1
Up,AAA_lid_TANC1,1
Up,Glyco_hydro_2_N,1
Up,PI3K_p85B,1
Up,Pou,1
Up,NDUFV3,1
Up,P34-Arc,1
Up,PTEN_C2,1
Up,Enolase_C,1
Up,STT3,1
Up,D8C_UMOD,1
Up,IFT81_CH,1
Up,Med23,1
Up,MR_MLE_C,1
Up,MGAT2,1
Up,PS_Dcarbxylase,1
Up,OAF_N,1
Up,TPR_CcmH_CycH,1
Up,RRM_11,1
Up,SCAPER_N,1
Up,WWE_3,1
Up,EF-Ts_N,1
Up,AFG1_ATPase,1
Up,Deltameth_res,1
Up,PhoLip_ATPase_C,1
Up,HAT,1
Up,Thioredoxin_6,1
Up,Muskelin_N,1
Up,TMEM214,1
Up,KxDL,1
Up,Tim17,1
Up,FGAR-AT_N,1
Up,cEGF,1
Up,Cation_ATPase_N,1
Up,CDI,1
Up,ALS2CR8,1
Up,HMGL-like,1
Up,AIG2_2,1
Up,AAA_8,1
Up,CLU,1
Up,MMS19_N,1
Up,DUF3504,1
Up,UnbV_ASPIC,1
Up,PHD_5,1
Up,Atthog,1
Up,Rib_mS39_PPR,1
Up,TRAP-delta,1
Up,Peptidase_M20,1
Up,CAP_N,1
Up,CC2D1A-B_DM14,1
Up,zf-HC5HC2H,1
Up,Rrp44_CSD1,1
Up,Ald_Xan_dh_C,1
Up,Acyl_transf_1,1
Up,MFS_5,1
Up,Inhibitor_I29,1
Up,RNase_Zc3h12a,1
Up,Pelota_N,1
Up,FmiP_Thoc5,1
Up,MARF1_LOTUS,1
Up,TPR_TNPO3_IPO13_4th,1
Up,NIBRIN_BRCT_II,1
Up,Peptidase_M24,1
Up,TSP_C,1
Up,GATA,1
